word,f_ev,f_mv,s_prop
glijvlucht,4,1,0
glimmer,9,6,1
glimp,111,3,0
glimworm,9,1,0
glitter,49,13,1
globe,15,6,1
globetrotter,2,2,1
gloeilamp,26,14,0
glooiing,2,1,0
gloria,19,1,1
gloriejaar,0,2,0
gluiperd,133,15,1
gluurder,64,19,1
gnoe,23,15,1
gnoom,14,8,0
goal,139,19,1
gobelin,3,1,1
god,4602,1225,0
godenbeeld,0,2,0
godheid,19,2,0
godin,372,21,0
godsdienst,176,10,0
godsdienstoorlog,3,3,0
godsgeschenk,47,1,0
godslasteraar,23,1,1
godslastering,73,6,0
goed,170,27,0
goederendepot,0,1,1
goederentrein,26,5,0
goedkeuring,301,7,0
goedzak,22,2,0
goeierd,9,1,1
goeroe,66,6,1
gojim,2,1,1
gokautomaat,1,2,0
gokkast,6,14,0
gokker,186,80,1
gokspel,4,3,0
golf,668,342,0
golfbaan,92,11,0
golfbeweging,1,3,0
golfbreker,3,3,1
golfclub,66,36,1
golflijn,0,3,0
golfplaat,1,4,0
golfspeler,7,1,1
golfstok,4,6,0
golftop,0,2,0
golving,3,1,0
gombal,6,3,0
gomboom,2,1,0
gondel,53,6,1
goochelaar,163,28,1
goochelkunst,3,2,0
goocheltruc,29,14,1
goot,246,16,0
gootsteen,123,5,0
gordel,371,97,1
gordeldier,15,6,0
gordelriem,0,1,0
gordijn,174,406,0
gordijnrail,4,3,1
gordijnroede,2,1,1
gordijnstof,0,1,0
gorgonzola,4,1,1
gorilla,200,131,1
gospel,35,2,1
goud,2697,1,1
gouddelver,4,1,1
goudmaker,0,1,1
goudmijn,146,8,0
goudreserve,3,2,1
goudsbloem,2,8,0
goudsmid,4,1,0
goudstuk,25,54,0
goudveld,0,4,0
goudvink,1,2,0
goudvis,81,31,0
goudzoeker,24,18,1
gouvernante,58,6,1
gouverneur,1245,25,1
gozer,1271,108,1
graad,175,1037,0
graaf,648,420,0
graafmachine,16,6,1
graafschap,24,2,0
graafwerk,11,1,0
graai,0,1,0
graan,193,12,0
graangewas,0,2,0
graanhandelaar,2,2,1
graankorrel,5,3,1
graanschuur,6,2,0
graantje,34,1,1
graat,18,11,0
gracht,58,26,0
gradatie,1,6,1
grafdelver,14,5,1
grafheuvel,2,2,1
graficus,1,1,0
grafiek,43,26,0
grafkelder,39,6,1
grafoloog,2,1,0
grafrede,24,2,1
grafschender,3,2,1
grafschenner,2,7,1
grafschrift,26,1,0
grafsteen,87,22,0
grafzerk,7,4,0
gram,262,5,0
grammaticaregel,0,1,1
grammofoonplaat,3,8,0
granaat,202,180,0
granaatappel,4,5,1
granaatscherf,21,16,0
granaatsplinter,2,6,1
granaatwerper,14,9,1
grap,2230,541,0
grapje,3407,632,1
grapefruit,43,12,1
grapjas,242,32,0
grappenmaker,97,21,1
gras,810,3,0
grasheuvel,2,1,1
grasklokje,1,2,1
grasland,17,5,0
grasmaaier,81,15,1
grasmachine,2,1,1
grasmat,3,2,0
grasmus,0,1,0
grasperk,2,1,0
grasspriet,9,1,0
grasstengel,0,1,1
grasveld,49,3,0
graswortel,0,1,1
graszode,0,2,0
gratie,365,1,1
gratieverzoek,4,1,0
grauw,0,1,0
grave,4,7,1
graveerder,3,1,1
graver,19,25,1
gravering,0,1,0
gravin,293,3,0
gravure,9,7,1
grenadier,2,4,1
grendel,119,6,1
grens,1634,672,0
grensbewaker,0,2,1
grensbewoner,0,1,1
grensdorp,0,3,0
grensgebied,18,4,0
grensgeval,3,2,0
grenslijn,6,1,0
grensovergang,9,1,0
grenspost,11,5,0
grensstation,2,1,1
grenssteen,1,1,0
grenswachter,2,4,1
greppel,127,18,1
grieppatiënt,0,2,0
griepvaccin,3,1,1
griepvirus,4,2,0
griet,551,79,0
grietje,185,70,1
griezel,202,89,1
griezelfilm,19,16,1
griezelverhaal,13,13,0
griffier,33,1,1
griffioen,5,2,0
grijns,125,1,0
grijp,0,3,0
grijper,12,2,1
grijsaard,10,1,1
gril,50,72,0
grill,73,1,1
grime,3,25,1
grimeur,4,3,1
grip,97,2,1
grizzlybeer,15,7,0
groefschaaf,0,2,0
groeifactor,1,1,0
groeihormon,0,7,0
groeisel,0,2,1
groeistuip,0,1,0
groen,4,7,0
groentje,280,84,1
groenteboer,14,3,0
groentesap,4,1,0
groentetaart,1,1,0
groep,3248,387,0
groepering,55,50,0
groepscommandant,1,2,0
groepsfoto,15,3,1
groepsgesprek,4,3,0
groepsleider,17,5,1
groepslid,3,9,0
groepsreis,0,1,0
groepsrelatie,0,1,1
groepstherapie,33,1,0
groet,166,1211,0
groeve,46,44,0
grofheid,11,2,0
grol,2,6,0
grom,11,2,0
grond,4818,111,0
grondbeginsel,3,14,0
grondbezitter,6,7,1
grondeigenaar,1,1,0
grondgebied,173,1,0
grondlaag,3,1,0
grondlegger,19,11,1
grondmonster,2,5,1
grondoefening,0,1,0
grondonderzoek,0,1,0
grondprijs,0,3,0
grondrecht,4,15,0
grondregel,3,9,1
grondsoort,1,1,0
grondstation,1,1,1
grondstelling,2,2,0
grondstof,7,26,0
grondvorm,0,1,0
grondwerker,3,1,1
grondwet,266,2,0
grootboek,49,2,0
grootgrondbezitter,3,2,1
groothandel,16,2,1
groothandelaar,4,3,1
groothandelsprijs,3,1,0
grootheid,77,5,0
grootmeester,31,3,1
grootmoeder,474,13,1
grootspreker,0,1,1
grootvader,872,42,1
grossier,4,1,1
grot,761,226,0
grotbewoner,2,1,1
grotbewoonster,0,1,1
grote,0,5,0
grotschildering,0,4,0
groupie,47,31,1
gruizel,0,1,1
grutje,0,25,1
grutter,4,1,1
gruweldaad,28,34,0
gruwelijkheid,3,16,0
guerrilla,28,83,1
guerrillaoorlog,5,2,0
guerrillastrijder,2,10,1
guillotine,37,2,1
guirlande,1,3,1
gul,0,2,1
gulden,79,1,1
gulp,72,1,0
gulzigaard,1,2,1
gummetje,2,4,1
gunst,896,148,0
gunsteling,9,5,0
gup,3,1,0
guppy,2,4,1
gym,123,1,1
gymnast,5,3,0
gymnastiekles,1,1,0
gympje,0,8,1
gynaecoloog,95,7,0
gyroscoop,7,4,0
h,195,2,0
haaf,0,5,0
haag,13,10,0
haai,396,408,0
haak,412,42,0
haakje,16,222,1
haal,22,5,0
haan,176,27,0
haantje,22,6,1
haar,4945,518,0
haarbal,53,10,0
haarband,9,2,0
haarborstel,20,2,1
haard,281,11,0
haardijzer,0,4,1
haardroger,37,4,1
haardvuur,37,1,0
haarkam,2,2,0
haarklover,0,1,1
haarkloverij,7,1,0
haarlijn,22,1,0
haarlint,6,1,0
haarlok,21,5,0
haarnetje,11,8,1
haarscheur,1,1,0
haarscheurtje,3,8,1
haarspeld,25,13,0
haarspeldbocht,2,1,0
haarstreng,0,1,0
haarstukje,14,5,1
haartje,40,24,1
haarvat,2,7,0
haarvezel,0,2,1
haarwortel,1,5,1
haarzakje,8,11,1
haas,81,18,0
haatgevoel,1,13,0
habijt,28,7,0
habitué,0,1,1
haciënda,19,1,1
hagedis,129,62,0
hagelbui,2,1,0
hagelkorrel,0,2,1
hagelsteen,0,8,0
haiku,6,1,1
hak,121,242,0
hakje,4,1,1
hakenkruis,13,14,0
hakker,6,2,1
hakmes,28,4,0
hal,759,20,0
halfaap,0,1,0
halfautomaat,0,1,0
halfbloed,94,19,0
halfbroer,52,10,1
halfedelsteen,0,2,0
halfgeleider,2,2,1
halfgod,13,5,0
halfje,14,2,1
halfrond,47,2,0
halfspeler,1,1,1
halftint,0,2,0
halfzuster,6,4,1
halfzwaargewicht,5,2,0
halleluja,28,2,1
hallucinatie,84,140,1
hallucinogeen,0,5,0
halm,2,1,0
halo,14,1,1
halogeenlamp,1,4,0
hals,327,2,0
halsband,188,15,0
halsboei,1,1,0
halsdoek,24,3,0
halsketting,116,5,0
halsmisdaad,17,1,0
halssnoer,30,2,0
halster,4,1,1
halswervel,4,1,1
halszaak,13,1,0
halte,216,24,1
halter,27,9,1
halvemaan,2,1,0
ham,349,9,0
hamburger,346,221,1
hamer,362,36,1
hamerslag,2,4,0
hamerteen,0,3,0
hamlap,2,5,0
hamster,83,32,1
hand,8736,9392,0
handje,215,170,1
handarbeider,2,1,1
handboei,10,396,0
handboek,154,13,0
handboog,2,1,0
handcamera,2,3,1
handdoek,459,264,0
handdruk,110,9,0
handel,1041,8,1
handeltje,56,5,1
handeling,77,109,0
handelsagent,2,3,0
handelsakkoord,1,1,0
handelsartikel,1,1,0
handelsattaché,0,1,1
handelscentrum,2,1,0
handelsmaatschappij,2,1,0
handelsovereenkomst,3,1,0
handelsreiziger,20,1,1
handelsrelatie,1,6,1
handelsterm,0,1,0
handelsvereniging,0,1,0
handelswaar,48,2,0
handelsweg,0,1,0
handelszaak,0,1,0
handelwijze,12,1,0
handgebaar,5,6,0
handgereedschap,3,1,0
handgranaat,33,37,0
handgreep,13,4,0
handhaver,9,5,1
handigheid,24,1,0
handkar,5,2,0
handkoffer,0,1,1
handkus,5,2,0
handlanger,162,120,1
handleiding,153,9,0
handlezer,3,4,1
handpalm,37,35,0
handrem,53,1,0
handschakelaar,0,1,1
handschoen,292,522,0
handschrift,298,6,0
handspiegel,2,1,1
handtas,189,12,0
handtekening,862,157,0
handvat,88,25,0
handvuurwapen,2,7,1
handwapen,0,18,1
handwerkje,0,1,1
handwerksman,0,1,0
handwortelbeentje,0,1,1
hanengevecht,10,12,0
hanepoot,1,1,0
hang,19,3,0
hangaar,20,2,1
hangar,90,8,1
hangborst,0,1,0
hanger,79,14,1
hangijzer,7,1,1
hangmat,32,3,0
hangoor,0,1,0
hangslot,21,13,0
hangwang,0,1,0
hansworst,4,3,0
hap,397,16,0
hapje,400,131,1
happening,7,1,1
hardloper,19,6,1
harem,62,6,1
haring,57,18,0
hark,57,1,0
harlekijn,5,2,0
harmonie,226,2,0
harnas,213,14,0
harp,60,4,0
harpij,2,7,0
harpoen,37,13,0
harpoengeweer,2,2,0
harpoenier,8,2,1
harrier,0,1,1
hartje,169,28,1
hartaandoening,6,2,0
hartaanval,840,22,0
hartader,1,1,0
hartchirurg,13,1,0
hartenbreker,23,3,1
hartinfarct,31,2,0
hartkamer,6,3,1
hartklacht,2,14,0
hartklep,7,4,0
hartklopping,0,27,0
hartkwaal,43,4,0
hartoperatie,8,2,1
hartpatiënt,7,6,0
hartprobleem,10,21,0
hartsgeheim,1,2,0
hartslag,489,12,0
hartstilstand,128,2,0
hartstocht,135,6,0
hartstoornis,0,3,0
hartsvriendin,17,2,0
harttransplantatie,19,3,1
hasjroker,1,1,1
hatelijkheid,2,2,0
hater,7,3,1
haven,726,69,1
havenarbeider,6,3,1
havenlicht,0,1,0
havenmeester,14,2,1
havenstad,10,4,0
havenwerker,0,2,1
haviksoog,2,3,0
hazelnoot,14,4,0
hazewindhond,3,1,0
headhunter,12,5,1
heb,0,1,1
hebbelijkheid,2,1,0
hebber,0,1,1
hecht,0,4,0
hechting,27,168,0
hechtkram,0,1,0
hectare,122,34,0
hedonist,2,1,0
heelmeester,2,1,1
heem,0,1,0
heer,3535,7303,0
heerbaan,0,1,0
heerlijkheid,65,3,0
heerschaar,0,10,0
heerschap,12,6,0
heerschappij,102,2,0
heerser,186,43,1
heertje,15,2,1
heester,0,6,1
heethoofd,62,10,0
hefboom,21,3,0
heffing,7,1,0
heftruck,12,1,1
heg,44,16,0
heiden,52,87,0
heideveld,0,1,0
heikneuter,7,14,1
heil,219,4,1
heilbot,16,1,1
heildronk,8,1,0
heiligdom,125,7,0
heilige,142,165,0
heiligenbeeld,1,1,0
heiligennaam,0,1,0
heiligschenner,4,1,1
heiligverklaring,2,3,0
heimachine,3,1,1
heipaal,1,1,0
hek,982,113,0
heks,1094,293,0
heksenjacht,52,3,0
heksenkring,4,1,0
heksenmeester,3,2,1
held,2546,651,0
heldendaad,30,61,0
heldendicht,1,1,0
heldenrol,4,3,0
heldensage,0,2,0
heldin,85,3,0
heler,66,7,1
helft,2872,28,0
helhond,3,4,0
helikopter,957,261,1
hellehond,3,4,0
hellepoort,6,1,0
helling,104,35,0
helm,445,64,0
helper,52,42,1
helpster,2,1,1
hematoom,20,1,0
hemd,523,101,0
hemdje,11,5,1
hemdsknoop,0,1,0
hemdsmouw,0,3,0
hemel,5064,130,0
hemeltje,126,1,1
hemelbed,5,1,0
hemelbewoner,0,1,1
hemelbol,0,1,0
hemellichaam,3,11,0
hemelpoort,31,2,0
hemisfeer,4,3,0
hen,0,7,0
hendel,161,18,1
hengelaar,4,1,1
hengsel,1,6,1
hengst,197,16,0
hennepplant,1,1,0
henry,1,4,1
her,2,1,1
heraut,5,4,0
herberg,155,7,0
herbicide,0,1,0
herbivoor,6,6,0
herdenking,59,4,0
herdenkingsplechtigheid,2,1,0
herdenkingszegel,0,1,1
herder,256,54,1
herdershond,17,5,0
herdruk,2,3,0
heremiet,5,3,0
heremietkreeft,2,1,0
herenhuis,50,4,0
hereniging,36,2,0
herentoilet,67,6,0
herexamen,8,3,1
herfst,391,1,0
herfstblad,0,4,0
herfstcollectie,3,1,1
herfstdraad,0,1,0
herfstkleur,1,7,0
hergeboorte,8,1,0
herhaling,220,60,0
herinnering,813,1213,0
herkansing,39,3,0
herkenningsteken,4,6,1
hermafrodiet,5,5,0
hernia,39,2,1
heroinedealer,0,1,1
heroïnedealer,7,4,1
heroïnehoer,3,1,0
herriemaker,3,4,1
herrieschopper,43,22,1
hersenbloeding,41,3,0
hersenbreker,1,1,1
hersendood,1,2,0
hersenfunctie,9,16,1
hersengebied,1,1,0
hersenhelft,11,5,0
hersenkamer,2,1,1
hersenkwab,23,2,0
hersenschim,5,2,0
hersenschudding,187,6,0
hersenspinsel,23,12,1
hersenzenuw,3,2,0
herstelbetaling,1,6,0
herstelling,12,10,0
hert,253,100,0
hertog,396,9,0
hertogin,106,2,0
heruitgave,4,1,0
hervormer,8,4,1
hervorming,25,39,0
heteluchtballon,3,1,0
hetero,168,37,1
heup,179,294,0
heuveltop,14,2,0
hiaat,3,11,0
hiel,35,251,0
hielenlikker,24,14,1
hieroglief,0,2,0
hijger,10,2,1
hijs,145,1,0
hijskraan,13,2,0
hinderlaag,288,16,0
hindernis,43,47,0
hindernisloop,0,1,0
hindoe,10,21,1
hip,0,1,0
hippie,116,87,1
historicus,39,21,0
historie,142,2,1
hit,247,1,0
hitlijst,10,10,0
hittebron,8,2,0
hittegolf,37,1,0
hitteschild,10,6,0
hiërarchie,77,1,0
hiëroglief,7,19,0
hobbel,22,18,1
hobbelpaard,13,2,0
hobbelweg,0,1,0
hobbezak,1,1,0
hobby,378,106,1
hobbyist,4,2,0
hobo,24,6,1
hockeybal,0,1,0
hockeyer,4,3,1
hockeystick,8,3,1
hockeywedstrijd,9,1,0
hoed,1553,145,0
hoedendoos,11,2,0
hoedenmaker,0,1,1
hoeder,63,16,1
hoefdier,0,3,0
hoefijzer,31,22,1
hoefnagel,1,1,1
hoek,2142,205,0
hoekpand,0,1,0
hoekpunt,0,1,0
hoekschop,14,1,0
hoeksteen,36,7,0
hoekstoot,5,1,0
hoektand,2,32,0
hoekvlag,0,1,0
hoelameisje,3,2,1
hoentje,27,1,1
hoepel,46,9,1
hoer,2417,706,0
hoera,2,5,1
hoeraatje,6,15,1
hoereerder,2,1,1
hoerenjager,0,1,1
hoerenjong,129,2,0
hoerenkast,42,4,0
hoerenloper,19,5,1
hoerentent,9,2,0
hoerenzoon,51,12,0
hoes,51,10,0
hoestbonbon,0,4,1
hoestbui,3,1,0
hoestekst,0,1,0
hoesttablet,0,1,0
hoeveelheid,374,101,0
hof,887,8,0
hofdame,16,18,1
hoffelijkheid,58,1,0
hofjonker,0,1,1
hofleverancier,1,1,1
hofmeester,27,4,1
hogepriester,48,5,1
hogeschool,71,4,0
hok,193,17,0
hokje,96,26,1
hol,255,33,0
holletje,11,2,1
holbewoner,25,17,1
holding,7,3,1
hole,95,29,1
hologram,42,18,0
holster,60,10,1
home-run,2,1,1
hometrainer,8,3,1
hommel,20,6,1
homo,1540,368,1
homofiel,8,8,0
homoseksueel,24,42,0
homp,12,3,0
hond,7320,2241,0
hondje,472,99,1
hondenras,0,1,0
hondenren,0,6,0
hondentrimmer,2,1,1
hondenvriend,1,1,0
honderdje,37,33,1
honderdtal,9,1,0
hongerloon,4,2,0
hongersnood,76,1,0
hongerstaker,0,3,1
hongerstiller,1,1,1
honingbij,7,7,0
honingraat,5,1,0
honkballer,50,11,1
honkloper,0,1,1
honkslag,8,6,0
honorarium,93,5,0
hoofd,11960,436,0
hoofdje,103,5,1
hoofdader,12,1,1
hoofdafdeling,1,2,0
hoofdagent,32,2,0
hoofdartikel,32,4,0
hoofdband,48,7,0
hoofdbestanddeel,11,1,0
hoofdbreken,0,2,1
hoofdcategorie,0,1,0
hoofddeksel,12,9,1
hoofddoek,47,4,0
hoofddoel,47,2,0
hoofdelement,2,1,0
hoofdfeit,0,1,0
hoofdfilm,7,1,1
hoofdgerecht,61,1,0
hoofdgroep,6,1,0
hoofdingang,100,4,0
hoofdinspecteur,501,5,1
hoofdkantoor,165,1,0
hoofdkenmerk,0,1,0
hoofdkleur,0,1,0
hoofdkussen,11,3,1
hoofdkwartier,581,4,0
hoofdleiding,29,6,0
hoofdletsel,27,2,1
hoofdletter,41,18,1
hoofdlijn,11,8,0
hoofdluis,3,2,0
hoofdman,27,1,0
hoofdofficier,26,3,0
hoofdoorzaak,2,1,0
hoofdpersonage,9,2,1
hoofdpersoon,30,7,0
hoofdpijn,764,38,0
hoofdpijnpoeder,0,1,1
hoofdpoort,22,1,0
hoofdprijs,104,1,0
hoofdpunt,10,7,0
hoofdregel,11,2,1
hoofdrol,213,10,0
hoofdrolspeelster,30,1,1
hoofdrolspeler,30,16,1
hoofdroute,2,1,1
hoofdslaapkamer,2,1,1
hoofdslagader,4,1,1
hoofdstad,281,18,0
hoofdsteun,5,3,0
hoofdstraat,58,3,0
hoofdstuk,615,56,0
hoofdtaak,4,2,0
hoofdtelefoon,9,3,1
hoofduitgang,7,1,0
hoofdvak,73,2,0
hoofdverdachte,105,16,0
hoofdwapen,0,6,1
hoofdweg,121,13,0
hoofdwond,60,22,0
hoofdzaak,50,4,0
hoofdzetel,1,1,1
hoofdzonde,4,11,0
hoogheid,654,20,0
hoogland,1,12,0
hooglander,2,1,1
hoogleraar,49,3,0
hoogoven,2,1,1
hoogspanningsdraad,0,2,0
hoogspanningskabel,4,17,1
hoogtemeter,19,3,1
hoogtepunt,299,55,0
hoogtijdag,0,10,0
hoogvlakte,4,6,0
hoogvlieger,11,6,1
hoogwaardigheidsbekleder,0,11,1
hooiberg,69,9,0
hooimachine,3,1,1
hooimijt,4,1,0
hooivork,19,14,0
hooiwagen,1,4,1
hoop,5357,6,0
hoopje,73,8,1
hoorapparaat,6,3,0
hoornblazer,8,1,1
hoorndrager,8,1,1
hoorntje,9,17,1
hoornvlies,19,5,0
hoorspel,3,3,0
hoortoestel,4,2,0
hoorzitting,291,39,0
hop,75,5,0
hor,3,2,0
hordeur,11,1,0
horentje,1,2,1
horige,0,5,0
horizont,0,6,0
hork,27,4,0
horloge,1230,139,1
horlogemaker,21,1,1
hormoon,29,222,0
hormoonbehandeling,0,3,0
hormoonpreparaat,0,2,0
horoscoop,67,10,0
horror,85,1,1
horrorfilm,56,35,1
hort,21,2,0
hortensia,5,5,1
horzel,3,12,1
hosanna,0,2,1
hospik,110,12,0
hospita,71,3,1
hostie,16,8,1
hostiliteit,0,1,0
hotel,3657,290,1
hotelbed,2,1,0
hotelgast,6,8,0
hotelhouder,1,2,1
hotelkamer,280,36,1
hotelketen,1,2,1
hotelkeuken,0,1,1
hotelregister,2,1,1
hotelrekening,13,4,0
hotelreservering,1,1,0
hotelsuite,8,2,1
hotline,24,1,1
houdbaarheid,2,1,1
houder,45,12,1
houding,878,9,0
hout,1026,1,0
houtbewerker,1,1,1
houthakker,53,17,1
houthandelaar,3,1,0
houtje,73,1,1
houtschroef,0,1,0
houtsnijwerk,13,1,0
houtsoort,5,4,0
houtspaander,0,2,1
houtworm,3,1,0
houtzagerij,17,1,0
houweel,27,6,0
houwer,1,1,1
houwitser,1,2,1
hoveling,15,13,0
hovenier,3,5,1
hufter,997,279,1
hugenoot,1,4,0
huichelaar,31,9,1
huid,1730,41,0
huidaandoening,5,3,0
huidcel,1,14,0
huidschilfer,2,13,1
huidtransplantatie,9,3,1
huifkar,21,10,0
huilbui,8,3,0
huilebalk,55,9,0
huiler,3,1,1
huis,35708,1221,0
huisje,523,43,1
huisadres,20,1,0
huisarts,57,3,0
huisbaas,195,6,0
huisbediende,14,2,0
huisbezoek,35,11,0
huisdier,255,189,0
huisgenote,48,65,0
huisgod,0,3,0
huishoudapparaat,0,2,0
huishouden,176,13,1
huishoudhulp,4,1,0
huishoudster,274,9,1
huisjesmelker,2,2,1
huiskamer,123,5,1
huisknecht,8,1,0
huisman,8,1,0
huismoeder,27,1,1
huismus,19,3,0
huisnummer,25,5,1
huissleutel,26,22,1
huisvriend,5,1,0
huisvrouw,136,49,0
huiszoeking,96,3,0
huiszoekingsbevel,321,7,0
huivering,3,2,0
huizenblok,8,8,0
hulpje,155,36,1
hulpbron,2,13,0
hulpdienst,14,77,0
hulpinstantie,0,1,1
hulpkracht,3,3,0
hulpkreet,5,2,0
hulplijn,25,2,0
hulpmiddel,44,36,0
hulpofficier,17,3,0
hulporganisatie,4,7,1
hulppost,11,6,0
hulpprogramma,3,1,1
hulpstuk,6,5,0
hulpsysteem,3,1,0
hulpverlener,16,26,1
huls,93,85,0
humanist,17,1,0
hummel,15,3,1
humorist,4,2,0
hup,268,6,0
hurksprong,1,1,0
hut,829,71,0
hutje,65,11,1
hutkoffer,35,2,1
huur,1004,3,0
huurauto,68,14,1
huurcontract,42,1,0
huurder,96,103,1
huurhuis,9,4,0
huurkazerne,13,1,1
huurleger,0,1,1
huurling,121,107,0
huurmoord,9,9,0
huurovereenkomst,9,2,0
huurprijs,1,2,0
huursoldaat,12,15,0
huwelijk,3479,181,0
huwelijksaankondiging,1,3,0
huwelijksaanzoek,50,4,0
huwelijksakte,11,1,1
huwelijksbelofte,6,1,0
huwelijkscadeau,74,6,1
huwelijkscontract,29,1,0
huwelijksgeschenk,43,1,0
huwelijkskandidaat,3,3,0
huwelijksnacht,169,1,0
huwelijkspand,0,1,0
huwelijksrecht,3,1,0
huwelijksreis,535,2,0
huzaar,0,1,0
hyacint,2,14,0
hydroloog,0,1,0
hyena,42,57,1
hypnotiseur,11,2,1
hypo,3,1,1
hypochonder,19,4,1
hypocriet,2,48,0
hypocrisie,55,1,1
hypotheek,299,40,0
hypotheekbank,3,1,0
icon,0,14,0
ideaal,50,206,0
idealist,58,8,0
identificatie,294,2,1
identiteit,688,66,0
identiteitsbewijs,105,13,0
identiteitscontrole,7,1,1
identiteitscrisis,16,1,0
identiteitsgegeven,0,2,1
identiteitskaart,77,7,0
identiteitsplaatje,10,10,1
identiteitsprobleem,0,1,0
ideogram,2,1,0
ideologie,26,4,0
ideoloog,1,1,0
idioom,7,1,0
idioot,1785,990,0
idool,86,20,0
iep,12,6,0
iets,40,1,0
iglo,16,6,1
ijdelheid,156,4,0
ijdeltuit,9,2,0
ijsje,325,129,1
ijsbaan,40,3,0
ijsbal,1,1,0
ijsbeer,44,5,0
ijsberg,109,22,0
ijsblokje,18,51,1
ijsbreker,7,1,1
ijsco,17,2,1
ijsemmer,6,1,1
ijskap,25,13,0
ijskast,148,8,0
ijskegel,1,2,1
ijsklomp,2,2,0
ijskristal,1,2,0
ijslolly,13,4,1
ijspegel,15,7,1
ijsregen,4,2,1
ijssalon,22,2,1
ijsschots,12,5,0
ijstang,0,1,0
ijstijd,69,3,0
ijsveld,3,2,0
ijsvlakte,5,2,0
ijsvogel,0,3,1
ijszak,9,1,0
ijszee,1,1,0
ijzer,300,18,1
ijzermijn,0,2,0
ijzervreter,12,4,1
ijzerwinkel,36,2,1
ijzerzaag,10,1,0
ik,4,3,1
illegaal,1,71,0
illusie,353,151,1
illusionist,22,9,0
illustratie,11,25,1
imago,214,1,1
imam,8,1,1
imbeciel,89,52,0
imitatie,98,30,1
imitator,43,3,1
imker,7,3,1
immigrant,49,92,0
immigrante,1,1,1
immigrantengemeenschap,0,1,0
immigratie,77,1,1
immuniteit,141,1,0
immunoloog,14,2,0
immuunsysteem,61,2,0
impact,80,2,0
impala,1,4,1
imperfectie,5,3,1
imperialist,1,18,0
implantaat,49,47,0
implantatie,9,1,1
implicatie,10,28,1
importeur,15,2,1
impresario,85,13,1
impressie,17,11,1
impressionist,2,14,0
impromptu,0,1,1
improvisatie,32,1,1
impuls,100,77,0
inauguratie,23,1,1
inbeelding,23,1,0
inbeschuldigingstelling,5,1,0
inbeslagneming,3,1,0
inboorling,26,98,0
inbraak,521,83,0
inbreekster,0,1,1
inbreker,197,114,1
inbreuk,75,4,0
incarnatie,19,4,1
incasso,1,2,1
inch,71,26,1
incident,515,98,0
incisie,49,8,1
inconsequentie,3,1,1
inconsistentie,6,4,1
index,16,2,0
indiaantje,22,9,1
indianenverhaal,0,1,0
indicatie,52,11,1
indiscretie,16,3,1
individu,144,94,0
individualist,1,8,0
indringer,200,222,1
indruk,2227,43,0
indrukking,0,2,0
industrie,214,4,0
industrieel,0,13,0
industrieland,0,3,0
industrieterrein,19,1,0
inenting,14,12,0
inentingsbewijs,1,1,0
infanteriedivisie,4,2,1
infanterieregiment,1,2,0
infanterist,1,17,0
infarct,18,1,0
infectie,282,51,1
infectieziekte,1,2,1
inferieur,0,1,0
infiltrant,36,16,0
infinitief,0,1,0
inflatie,78,1,1
influistering,0,1,0
informant,511,121,0
informaticus,2,4,0
informatie,4562,1,1
informatiebron,10,5,0
informatiebureau,1,1,1
informatiedrager,0,2,1
informatiekanaal,1,1,0
informatiepakket,6,1,0
informatiesysteem,1,1,0
infraroodcamera,0,2,1
infrastructuur,37,2,0
infusie,10,2,1
infuus,144,7,0
ingang,715,63,0
ingeborene,0,1,0
ingenieur,259,96,1
ingeving,78,12,0
ingewijde,0,13,0
ingredient,0,5,0
ingrediënt,63,105,0
ingreep,93,20,0
inhaler,17,3,1
inham,17,1,0
inhibitor,2,1,1
inhoud,337,1,0
initiaal,16,171,0
initiatie,15,1,1
initiatief,205,13,0
injectie,239,104,1
injectienaald,14,4,0
injectiespuit,21,15,0
injector,3,5,0
inkeping,11,14,0
inkomen,252,8,1
inkomstenbron,7,1,0
inkoop,13,70,0
inkrimping,10,1,0
inkt,213,4,0
inktfles,0,1,0
inktpatroon,2,2,0
inktpot,5,1,0
inktvis,87,20,0
inktvlek,7,4,0
inlander,0,5,1
inlegger,0,1,1
inlegkruisje,2,2,1
inlegzool,1,2,0
inleiding,65,3,0
inlichting,5,189,0
inlichtingendienst,178,19,0
inlichtingenrapport,5,1,0
inlichtingsdienst,0,1,0
inmaakglas,0,3,0
innovatie,10,4,1
inplant,2,4,1
inprenting,14,4,0
inrichting,336,25,0
inrit,9,1,0
inschrijfformulier,10,1,0
inschrijving,46,15,0
inscriptie,71,22,1
insider,12,8,1
insigne,124,21,1
insinuatie,14,33,1
inslag,116,12,0
insluiper,19,5,1
insnijding,12,1,0
inspanning,155,147,0
inspecteur,2316,79,1
inspectie,208,15,1
inspectiereis,1,1,0
inspirator,3,1,1
inspuiting,6,1,0
installatie,111,22,1
instantie,105,57,1
instapkaart,26,8,0
instelling,361,62,0
instinct,429,89,0
institutie,3,2,1
instituut,284,8,0
instorting,42,1,0
instructeur,90,31,1
instructie,46,740,1
instructiefilm,2,1,1
instrument,256,240,0
instrumentenpaneel,1,1,0
insuline-injectie,2,2,1
intake,4,1,1
intakegesprek,4,1,0
integraal,0,1,0
intellect,54,1,0
intellectueel,51,41,0
intendant,16,1,0
intentie,63,60,1
interactie,45,6,1
interceptor,0,2,0
intercom,74,1,1
