word,f_ev,f_mv,s_prop
observant,3,3,0
observatie,174,21,1
observatiepost,13,6,0
observeerder,9,3,1
obsessie,396,35,1
obsidiaan,2,1,0
obstakel,94,96,1
obstructie,32,3,1
occasion,3,4,1
occultist,3,2,0
oceaan,826,95,0
oceaanstomer,0,2,1
oceanograaf,8,1,0
ochtend,1723,33,0
ochtendblad,1,1,0
ochtendkrant,16,3,0
ochtenduur,0,1,0
ochtendvergadering,2,2,0
octaaf,12,1,0
octopus,47,1,0
octrooi,10,8,0
octrooirecht,0,3,0
odalisk,3,3,0
ode,19,2,0
oefenbal,1,1,0
oefenboek,5,1,0
oefening,629,179,0
oefenmateriaal,1,1,0
oefenmeester,0,1,1
oefenwedstrijd,11,5,0
oen,181,10,0
oerdrift,0,1,0
oermens,8,2,0
oerwoud,130,5,0
oester,59,144,1
oesterschelp,1,10,0
oestrogeen,18,2,0
oetlul,46,5,0
oever,157,54,1
offensief,72,3,0
offer,501,213,1
offeraar,0,4,1
offerande,14,3,1
offergave,5,7,0
offerte,22,4,1
office,5,1,1
official,2,27,1
ogenblik,839,53,0
oker,4,1,1
oksel,23,63,1
old-timer,3,1,1
olie,1082,19,0
olie-import,0,1,0
olie-installatie,0,1,1
olie-minister,0,1,1
olieaandeel,0,3,0
olieboer,2,1,0
oliebol,8,4,0
olieboring,0,3,0
oliebron,4,8,0
olieconcern,2,1,1
olielamp,4,5,0
olieland,0,2,0
oliemaatschappij,19,12,0
olieman,6,3,0
oliepijpleiding,0,3,0
olieproducent,0,2,0
olieraffinaderij,6,4,0
oliesjeik,4,2,1
oliestaat,1,1,0
olietank,1,1,1
olietanker,16,5,1
olievat,3,8,0
olieveld,8,24,0
olieverfschilderij,2,1,0
olievlek,22,6,0
olifant,525,209,0
olifantje,9,3,1
oligarch,0,1,0
olijf,33,99,0
olijfboom,5,6,0
olm,2,1,0
oma,3162,56,1
ome,160,18,1
omega,13,1,1
omelet,158,11,0
omen,7,4,1
omgang,102,1,0
omgangsnorm,0,2,0
omgangsregel,0,3,1
omgeving,1218,8,0
omheining,96,5,0
omhelzing,73,14,0
omhulsel,82,9,1
omkoperij,34,1,0
omkoping,87,5,0
omleiding,36,7,0
omlijsting,8,2,0
omloop,59,2,0
omloopbaan,19,3,0
ommetje,78,1,1
omnivoor,3,2,0
omroep,86,22,0
omroeper,9,1,1
omschrijving,64,5,0
omslag,144,6,0
omslagdoek,8,1,0
omslagverhaal,1,1,0
omstander,6,31,1
omstandigheid,39,1194,0
omtrek,118,4,0
omvormer,9,2,1
omweg,142,30,0
omwenteling,21,5,0
omzet,85,1,0
omzwaai,0,1,0
omzwerving,0,5,0
onafhankelijkheid,163,3,1
onbekende,0,23,0
onbenul,75,7,0
onbenulligheid,5,9,0
onbeschaamdheid,30,1,0
onbeschofterik,1,1,0
onbeschoftheid,5,1,0
onbezonnenheid,10,2,0
onbillijkheid,1,1,0
oncoloog,14,3,0
onderaannemer,6,4,1
onderafdeling,7,2,0
onderarm,20,5,0
onderbaas,25,1,0
onderbeen,6,3,0
onderbreker,2,2,1
onderbreking,150,31,0
onderbroek,327,96,0
onderbuur,1,2,0
onderdaan,47,137,0
onderdeel,641,391,0
onderdirecteur,89,2,0
onderdruk,19,1,0
onderdrukker,20,21,1
onderdrukking,119,2,0
onderduikadres,49,1,0
onderduiker,0,5,1
ondergang,364,1,0
ondergeschikte,8,7,0
ondergetekende,39,2,0
onderhandelaar,79,10,1
onderhandeling,77,192,0
onderhandelingstechniek,0,2,0
onderhouder,0,1,1
onderhoudsschema,0,1,1
onderkaak,14,1,0
onderkin,8,1,0
onderkomen,104,8,1
onderkruiper,45,19,1
onderkruipsel,65,9,1
onderlaag,4,1,0
onderlaken,1,1,1
onderlegger,1,1,1
onderluitenant,5,1,0
ondermijner,0,1,1
ondernemer,65,21,1
onderneming,264,63,0
onderonsje,34,2,1
onderpand,113,2,0
onderrichting,0,4,0
onderrok,6,2,0
onderscheiding,141,44,0
ondersoort,2,3,0
onderstation,12,7,1
ondersteek,6,2,0
onderstel,16,4,0
ondersteuner,0,1,1
ondertand,0,4,0
ondertekenaar,6,3,1
ondertitel,13,46,1
ondertoon,20,3,0
ondervraagde,0,2,0
ondervrager,17,7,1
ondervraging,251,19,0
ondervragingstechniek,2,2,0
onderwereldfiguur,3,3,0
onderwerp,1045,199,0
onderwijsinstelling,4,1,0
onderwijzer,96,26,1
onderwijzeres,35,3,0
onderzeeboot,21,4,0
onderzeeer,0,6,1
onderzeeër,277,90,1
onderzetter,7,11,1
onderzoek,4758,16,1
onderzoeker,154,188,1
onderzoeking,0,6,0
onderzoekscentrum,20,1,0
onderzoeksdoeleinde,0,2,0
onderzoeksgegeven,0,1,1
onderzoekslaboratorium,3,2,0
onderzoeksmethode,0,2,0
onderzoeksmogelijkheid,0,1,0
onderzoeksobject,2,1,0
onderzoeksproject,8,1,0
onderzoeksrapport,7,1,0
onderzoeksresultaat,0,6,0
onderzoeksteam,52,1,1
onderzoekstechniek,1,6,0
onderzoektafel,2,1,1
ondeugd,36,21,0
ondiepte,0,3,0
onding,9,2,0
onduidelijkheid,5,5,0
oneffenheid,7,8,0
oneindigheid,77,1,0
onenigheid,124,7,0
onfatsoenlijkheid,4,3,0
ongedierte,258,1,1
ongelijkheid,13,1,0
ongelukje,399,38,1
ongeluksvogel,0,1,1
ongemak,147,10,0
ongemakkelijkheid,3,2,0
ongepastheid,3,1,0
ongerechtigheid,10,4,0
ongeregeldheid,1,3,0
ongesteldheid,10,1,0
ongeval,352,45,0
onhebbelijkheid,0,3,0
onheil,82,2,1
onheilsprofeet,4,2,0
onheilstijding,1,1,0
onjuistheid,1,1,0
onkostendeclaratie,1,2,1
onkostenvergoeding,23,2,0
onlust,0,24,0
onmens,24,7,0
onmenselijkheid,14,1,0
onmogelijkheid,14,2,0
onnozelaar,67,13,1
onnozelheid,11,3,0
onomatopee,1,1,0
onplezierigheid,1,1,0
onrechtvaardigheid,45,4,0
onregelmatigheid,17,45,0
onrust,182,1,0
onruststoker,35,14,1
onrustzaaier,0,1,1
ons,132,2,0
onstabiliteit,4,1,0
ontbering,18,39,0
ontbijt,1730,2,0
ontboezeming,4,4,0
ontdekker,20,6,1
ontdekking,285,69,0
ontdekkingsreiziger,31,22,1
ontevredene,0,3,0
ontgoocheling,19,1,0
ontgroening,39,1,0
onthoofding,33,11,0
onthouding,50,4,0
onthulling,62,31,0
ontkenning,130,5,0
ontkleuring,0,1,0
ontknoping,21,1,0
ontlading,34,7,0
ontleding,20,3,0
ontleedmes,2,1,0
ontmoeting,866,97,0
ontmoetingsplaats,38,4,0
ontploffing,195,17,0
ontruiming,12,2,0
ontruimingsbevel,4,2,0
ontslag,1317,21,0
ontslagaanvraag,3,1,0
ontslagbrief,45,1,0
ontsmettingsmiddel,20,2,0
ontsnapping,352,31,0
ontsnappingsclausule,2,1,1
ontsnappingskans,2,1,0
ontsnappingspoging,23,5,0
ontsnappingsroute,24,7,1
ontspanningsmogelijkheid,0,2,0
ontspanningsoefening,0,2,0
ontspanningsprogramma,2,1,1
ontspanningstechniek,1,1,0
ontsporing,6,1,0
ontsteker,109,44,1
ontsteking,228,19,0
ontvangenis,16,1,0
ontvanger,157,23,1
ontvangst,303,7,0
ontvangstbewijs,44,7,0
ontvangststation,0,2,1
ontvoerder,111,139,1
ontvoering,600,72,0
ontwerp,383,64,0
ontwerper,127,47,1
ontwijking,4,2,0
ontwikkelaar,21,14,1
ontwikkeling,338,130,0
ontwikkelingsgebied,0,1,0
ontwikkelingsland,3,7,0
ontwikkelingsproject,2,2,0
ontwikkelingsstadium,3,1,0
ontwikkelingswerker,0,1,1
ontwrichting,6,2,0
onverenigbaarheid,1,1,0
onverlaat,7,5,0
onvoldoende,35,17,1
onvolkomenheid,7,12,0
onvolmaaktheid,10,3,0
onvolwassene,1,1,0
onwaarheid,10,6,0
onweersbui,10,15,0
onweerswolk,4,3,0
onwetendheid,136,1,0
onwoord,0,1,0
onzekerheid,140,25,0
onzevader,4,6,1
onzuiverheid,5,5,0
oog,2975,11407,0
oogje,397,64,1
oogarts,36,1,0
oogbal,19,26,0
oogbol,6,7,0
ooggetuige,135,105,0
ooghaar,5,2,0
ooghoek,14,10,0
oogholte,2,2,1
oogkas,11,12,0
oogklep,1,25,0
ooglid,18,62,0
ooglijder,0,1,1
oogmerk,3,1,0
oogpunt,54,1,0
oogspier,0,1,0
oogst,328,25,0
oogster,4,1,1
oogstfeest,12,1,0
oogstjaar,0,2,0
oogzenuw,8,4,0
oogziekte,1,1,0
ooi,11,1,0
ooievaar,43,8,1
oom,4756,143,1
oor,1094,1879,0
oorbel,73,218,0
oord,167,35,0
oordeel,609,16,0
oordopje,7,18,1
oorklep,0,4,0
oorkonde,8,1,1
oorlel,7,6,0
oorlog,7711,332,0
oorlogje,25,1,1
oorlogsbodem,4,1,1
oorlogscorrespondent,3,1,0
oorlogsdaad,19,2,0
oorlogsdag,0,1,0
oorlogsdoeleinde,0,1,0
oorlogsfilm,19,10,1
oorlogsgevangene,3,3,0
oorlogsgod,12,3,0
oorlogshandeling,7,3,0
oorlogsheld,88,11,0
oorlogsjaar,3,4,0
oorlogskans,0,1,0
oorlogskind,0,1,0
oorlogsmachine,19,2,1
oorlogsmedaille,3,2,1
oorlogsmisdaad,4,36,0
oorlogsmisdadiger,20,24,1
oorlogsreportage,0,1,1
oorlogsschip,58,27,0
oorlogsschuld,2,1,0
oorlogssituatie,7,2,1
oorlogsslachtoffer,11,14,1
oorlogstijd,55,2,0
oorlogstuig,6,1,0
oorlogsveteraan,20,12,0
oorlogsvliegtuig,0,2,0
oorlogswees,0,5,0
oorlogswet,0,1,0
oorlogswinst,0,1,0
oorlogswolk,0,1,0
oorontsteking,12,2,0
oorring,20,48,0
oorsuizing,0,6,0
oortje,20,23,1
oorvijg,4,1,0
oorwarmer,0,4,1
oorworm,0,1,0
oorzaak,584,57,0
oostblokland,0,1,0
oostenwind,9,1,0
oosterling,5,6,0
opa,2504,48,1
opaal,33,1,0
opblaaspop,19,1,0
opbrengst,146,34,0
opdonder,41,4,1
opdracht,2098,212,0
opdrachtgever,63,23,1
opdruk,8,6,0
opeenvolging,12,1,0
openbaring,181,39,0
opener,11,1,1
opening,465,41,0
openingsbeeld,0,1,0
openingstijd,5,4,0
openingsuur,0,2,0
opera,522,27,1
operacomponist,0,1,0
operatie,1918,338,1
operatiehandschoen,0,1,0
operatiekamer,51,4,1
operatietechniek,0,1,0
operator,57,4,1
operazanger,5,5,1
operette,18,1,1
opgave,51,26,0
opgraving,92,68,0
ophaler,0,2,1
ophanging,106,8,0
opheffing,11,1,0
opheldering,39,1,0
opiaat,1,9,0
opinie,157,11,1
opinieonderzoek,1,1,0
opiniepeiling,15,23,0
opiumkit,2,1,0
opkikkertje,33,1,1
opklaring,0,5,0
opknapbeurt,21,2,0
opknoping,1,1,0
opkomst,166,1,0
opkoper,1,1,1
oplaag,0,1,0
oplader,26,3,1
oplage,31,2,1
oplegger,26,2,1
opleiding,786,22,0
opleidingscentrum,9,1,0
oplichter,377,110,1
oplichterij,97,3,0
oplichting,58,3,0
oploper,0,2,1
oplosmiddel,8,4,0
oplossing,1596,99,0
opmerking,319,215,0
opnamestudio,18,1,1
opneuker,3,2,1
opoffering,156,56,0
opossum,13,4,1
oppasser,38,20,1
oppepper,17,5,1
opperbevelhebber,77,3,1
opperhoofd,153,16,0
opperpriester,2,1,1
opperrechter,31,7,1
oppervlak,121,4,0
oppervlakkigheid,7,1,0
opponent,17,6,0
opportunist,32,6,0
opportuniteit,5,2,0
oppositieleider,3,2,1
oprichter,72,19,1
oprichtingsakte,0,1,1
oprijlaan,45,1,0
oprisping,5,4,0
oprit,172,5,0
oproep,481,35,0
oproerkraaier,14,10,1
oproerling,1,7,0
opruier,10,9,1
opruimer,7,3,1
opscheplepel,1,1,1
opschepper,82,11,1
opschorting,9,1,0
opschrift,18,3,0
opschudding,68,1,0
opslag,369,1,0
opslagplaats,125,8,0
opslagsysteem,0,1,0
opslagtank,0,2,1
opslagterrein,0,1,0
opsluiting,157,4,0
opsomming,13,1,0
opsporing,38,1,0
opsporingsapparaat,32,1,0
opsporingsbericht,47,2,0
opsporingsbevel,53,2,0
opsporingspatrouille,0,1,1
opstand,488,16,0
opstandeling,8,17,0
opstandigheid,27,1,0
opstel,167,9,0
opsteller,1,1,1
opstelling,72,3,0
opstoker,2,1,1
opstoot,9,2,0
opstootje,23,7,1
opstopper,1,1,1
opstopping,12,8,0
optie,490,380,1
optimist,52,2,0
optocht,127,12,0
optreden,312,105,1
optrek,4,13,0
opvangcentrum,30,4,0
opvanghuis,48,6,0
opvarende,1,13,0
opvatting,63,66,0
opvlieger,3,12,1
opvlieging,1,1,0
opvoeder,5,7,1
opvoedingspraktijk,0,1,0
opvoering,54,6,0
opvolger,215,10,1
opvolging,31,1,0
opvolgster,7,1,1
opwelling,60,5,0
opwerping,0,1,0
opwinding,380,2,0
opzicht,174,116,0
opzichter,126,24,1
opziener,3,2,1
opzoeking,1,5,0
orang-oetan,13,4,1
orang-oetang,6,1,1
orchidee,34,64,0
orde,2189,4,0
ordebewaarder,1,1,1
ordebroeder,0,1,1
ordedienst,1,4,0
order,244,1134,1
ordeverstoorder,0,1,1
ordeverstoring,38,2,0
ordonnans,8,2,0
orgaan,105,307,0
orgaanfunctie,0,3,1
orgaantransplantatie,3,1,1
organisatie,824,81,1
organisator,30,15,0
organist,15,1,0
orgel,49,1,1
origineel,108,33,0
orka,14,33,1
orkaan,344,50,0
orkest,177,8,0
ornament,13,13,0
orthese,0,1,0
orthodontist,20,4,0
orthopeed,3,2,0
ortolaan,2,3,0
os,89,22,0
oscar,36,10,1
oscilloscoop,2,1,0
otter,73,14,1
oud-leerling,13,21,0
oud-minister,3,1,1
oud-strijder,3,2,1
oudejaar,3,1,1
oudejaarsavond,102,1,0
oudemannenkwaal,0,1,0
ouder,256,7543,1
ouderavond,30,4,0
ouderdomskwaal,0,1,0
ouderling,28,23,0
oudewijvenknoop,1,1,0
oudgediende,4,7,0
oudheid,52,5,0
oudje,76,120,1
oudtante,35,1,1
outfit,142,11,1
outsider,14,8,1
ouverture,30,3,1
ouvreuse,1,2,1
ovaal,11,1,0
ovatie,29,5,1
oven,423,30,1
ovenwant,3,6,0
overall,48,14,1
overbeet,8,1,0
overblijver,0,2,1
overbodigheid,4,2,0
overboeking,31,10,0
overbrugging,9,2,0
overbuur,5,8,0
overdenking,5,2,0
overdosering,0,1,0
overdracht,131,2,0
overdrijver,2,1,1
overeenkomst,807,147,0
overgang,148,10,0
overgangsprobleem,0,1,0
overgave,179,1,1
overgordijn,0,4,0
overgrootmoeder,40,2,1
overgrootvader,110,3,1
overheerser,4,2,1
overheid,894,14,0
overheidscommissie,0,1,1
overheidsdienst,10,7,0
overheidsfunctionaris,1,3,0
overheidsgebouw,16,8,0
overheidsinstantie,5,8,1
overheidsorgaan,0,1,0
overheidsstuk,0,1,0
overheidsuitgave,0,3,0
overhemd,286,66,0
overhoring,15,4,0
overjas,29,3,0
overleg,215,2,0
overlevende,5,501,0
overleving,66,1,0
overlevingskans,15,18,0
overlevingsprobleem,0,1,0
overlevingstechniek,2,3,0
overlijden,29,11,1
overlijdensadvertentie,8,3,1
overlijdensbericht,34,23,0
overlijdensverzekering,0,1,0
overloper,41,14,1
overmaking,3,2,0
overnachting,14,6,0
overname,96,12,1
overpeinzing,3,10,0
overplaatsing,173,7,0
overredingskracht,18,1,0
overschoen,1,5,0
overschot,39,5,0
overschrijding,3,1,0
overschrijving,18,4,0
overspeler,0,1,1
overste,166,21,0
oversteek,42,2,0
oversteekplaats,5,2,0
overstroming,79,45,0
overtreder,21,35,1
overtreding,385,112,0
overtuiging,239,63,0
overuur,1,144,0
overval,929,98,0
overvaller,97,131,1
overweg,6,3,0
overweging,18,39,0
overweldiger,2,1,1
overwinnaar,59,19,1
overwinning,1008,92,0
overwinningsfeest,2,1,0
overzet,3,1,0
overzicht,128,13,0
ozon,24,1,1
p,74,6,1
pa,6796,60,1
paadje,7,4,1
paal,317,66,0
paap,3,6,0
paar,18991,140,0
paardebloem,6,8,0
paardendief,35,14,0
paardenfokker,0,1,1
paardenrace,16,24,1
paardenslachter,3,1,1
paardestaart,6,1,0
paars,13,3,0
paartje,18,9,1
paashaas,55,9,0
pacht,23,1,0
pachtboer,2,1,0
pachter,4,11,1
pachtgeld,4,1,0
pachtgrond,1,1,0
pacifist,45,16,0
pack,2,1,1
pact,109,1,0
pad,1829,174,0
paddel,1,16,1
paddestoel,25,84,0
paddock,14,1,1
padvinder,118,73,1
padvindster,16,13,1
paella,9,2,1
paf,0,1,0
paffer,0,1,1
page,0,3,1
pagina,555,300,1
paginanummer,3,1,1
paillette,0,1,0
pair,4,3,1
pak,2824,196,0
pakje,939,279,1
pakezel,5,7,1
pakhuis,249,31,0
pakker,1,1,1
pakket,212,22,0
pakking,6,13,0
pakpaard,0,6,0
paktouw,0,1,0
pal,0,1,1
paladijn,1,1,0
paleis,652,41,0
paleontoloog,16,5,0
palet,10,3,0
palindroom,10,2,0
paling,41,6,0
palissade,10,6,1
paljas,19,1,0
pallet,6,7,1
palmblad,0,3,0
palmboom,30,59,0
palmpaas,0,1,0
palmtak,2,2,0
pamflet,49,89,0
pamfletschrijver,0,1,1
pampa,7,4,1
pan,324,78,0
panacee,1,1,1
panamahoed,1,1,0
pancake,5,3,1
pand,256,23,0
panda,33,9,1
pandemie,9,1,0
pandjesbaas,9,1,0
pandjeshuis,28,2,0
pandrecht,0,2,0
paneel,85,37,0
panel,21,1,1
panellid,2,5,0
paniek,1743,1,0
panieksituatie,1,1,1
paniekzaaier,5,1,1
panne,40,1,1
pannekoek,7,12,0
pannelap,0,1,0
pannendak,0,1,0
pantalon,10,7,1
panter,51,16,1
pantoffel,10,41,1
pantoffeldiertje,1,1,1
pantoffeltje,0,1,1
pantomime,6,2,1
pantser,91,7,1
pantserauto,1,1,1
pantserplaat,3,8,0
pantserschip,6,1,0
pantservoertuig,2,10,0
pantserwagen,3,11,1
panty,79,82,1
pap,5178,4,1
papa,9737,128,1
papaja,15,8,1
papaver,6,2,1
papegaai,144,39,0
paper,3,4,1
paperback,6,1,1
paperclip,28,27,1
papierfabriek,5,1,0
papierklem,0,1,0
papierknipsel,0,1,1
papiertje,111,21,1
papil,1,1,0
papillot,0,1,0
papist,1,1,0
papkind,0,1,0
pappa,547,23,1
pappie,322,1,1
paprika,58,15,1
para,7,13,1
paraaf,9,1,0
parabool,2,1,0
paraboolantenne,0,1,1
parachute,228,56,1
parachutesprong,3,1,0
parachutist,20,35,0
paracommando,2,1,1
parade,180,17,1
parade-uniform,1,1,0
paradijs,600,2,0
paradijsvogel,6,7,1
paradox,68,8,0
paragnost,13,1,0
paragraaf,105,10,0
parallel,16,4,0
parameter,1,35,1
paranimf,0,1,0
paranoïcus,0,2,0
paraplu,149,20,1
parapsycholoog,2,3,0
parasiet,112,101,0
parasol,20,3,1
paratroeper,12,16,1
paravaan,0,1,0
parelsnoer,9,1,0
parfum,476,23,1
paria,21,12,1
park,1128,56,0
parka,20,1,1
parkeerboete,11,6,1
parkeerbon,26,44,0
parkeergarage,110,11,1
parkeermeter,15,13,1
parkeerplaats,423,30,0
parkeerprobleem,4,1,0
parkeerterrein,75,2,0
parkeerwachter,8,9,1
parkiet,35,5,0
parkwachter,18,8,1
parlementariër,5,1,1
parlementsdebat,0,1,0
parlementsgebouw,4,1,0
parlementslid,28,6,0
parochiaan,3,25,0
parodie,25,1,0
part,161,40,0
partje,2,3,1
particulier,5,9,0
partijbijeenkomst,3,1,0
partijbonze,0,3,0
partijfunctionaris,2,2,0
partijgenote,1,3,0
partijkameraad,0,1,0
partijleider,11,6,1
partijlid,8,14,0
partikel,4,17,1
partituur,15,6,0
partizaan,16,64,0
partner,2862,763,1
party,164,24,1
parvenu,9,4,1
pasje,181,106,1
pasfoto,16,7,1
pasgeborene,12,10,0
paskamer,23,2,1
paspoort,803,213,0
paspop,7,4,0
passaatwind,1,3,0
passage,77,30,1
passagier,239,646,1
passagierslijst,64,5,0
passagiersschip,6,2,0
passagierstrein,3,2,0
passagiersvliegtuig,2,1,0
passe-partout,2,1,1
passer,1,1,1
passie,613,31,1
passievrucht,9,4,0
pasta,259,4,1
pastei,65,10,0
pasteitje,12,33,1
pastel,4,2,1
pastelkleur,0,4,0
pasteltint,1,2,0
pastinaak,4,2,0
pastoor,517,3,1
patat,200,2,0
patatje,24,13,1
patatkraam,0,1,0
patent,89,36,0
pater,414,25,1
pathologie,29,2,0
patholoog,87,10,0
patient,0,92,0
patiënt,1404,895,0
patiënte,76,2,1
patriciër,3,6,1
patrijs,14,7,0
patrijspoort,20,5,0
patriot,83,47,0
patroonhouder,7,3,1
patroonhuls,0,7,0
patrouille,303,81,1
patrouillewagen,24,8,1
patser,53,10,1
patïente,0,1,1
pauk,1,5,0
pauper,4,3,1
paus,542,11,0
pauw,36,11,0
pechvogel,22,4,1
pedaal,39,42,0
pedanterie,1,1,0
peddel,41,23,1
pedel,0,1,1
pederast,5,2,0
pedicure,42,3,1
pedofiel,61,39,0
pee,5,6,1
peentje,4,14,1
peepshow,9,3,1
peer,77,71,0
pees,22,22,0
peet,1,2,0
peetvader,149,4,1
pegel,1,23,1
peil,68,1,0
peiling,63,55,0
pekelzonde,1,1,1
pekinees,3,4,0
pel,1,1,0
pelgrim,50,63,1
pelgrimstocht,23,1,0
pelikaan,20,10,0
peloton,358,12,1
pels,19,29,0
pelsjager,1,7,1
pelsjas,0,1,0
pen,896,95,0
penalty,36,2,1
pendel,15,2,1
pendelbus,0,2,0
penetratie,77,2,1
penis,650,21,0
pennelikker,1,1,1
penning,351,25,0
penningmeester,23,1,1
penny,83,18,1
penseel,20,5,0
penseelstreek,3,5,0
pensioen,1093,12,0
pensioenfonds,19,5,0
pensioenjaar,0,1,0
pensioenregeling,4,1,0
pension,121,7,1
pensiongast,2,1,0
pentagram,62,5,0
pentameter,9,1,1
pep,35,1,1
peper,156,47,1
pepermunt,33,1,0
pepernoot,0,3,0
pepertje,1,3,1
pepervaatje,0,1,1
pepmiddel,5,2,0
peppil,2,14,0
peptalk,27,2,1
perceel,29,26,0
percentage,149,17,1
perfectionist,26,1,0
perforatie,1,5,1
perikel,1,6,0
perimeter,48,2,1
periscoop,47,2,0
perk,4,21,0
permanent,1,2,0
permutatie,4,1,1
pers,1600,114,0
persagent,10,2,0
persagentschap,1,1,0
persbericht,40,8,0
perschef,7,2,1
persconferentie,334,8,1
persfotograaf,4,2,0
perskaart,24,5,0
persmuskiet,6,2,0
personage,320,179,1
personeel,959,6,1
personeelsadvertentie,0,4,1
personeelsbestand,12,8,0
personeelschef,4,1,1
personeelsdienst,4,2,0
personeelsdossier,4,3,1
personeelsgegeven,0,2,1
personeelslid,13,21,0
personeelsprobleem,0,4,0
personenlift,0,1,0
personenwagen,1,1,1
persoon,4111,677,0
persoonlijkheid,387,66,0
persoonlijkheidsstoornis,16,6,0
persoonlijkheidsverandering,0,1,0
persoonsbewijs,5,2,0
persoonsverwisseling,6,1,0
persoontje,26,2,1
perspectief,172,13,0
perverseling,56,11,0
perversie,26,3,1
perversiteit,16,12,0
perzik,100,76,0
perzikboom,1,3,0
perzikpit,1,1,0
peseta,14,24,1
peso,54,28,1
pessimist,36,3,0
pestbacil,0,1,0
pestepidemie,4,2,0
pesterij,15,20,0
pesticide,9,21,0
pestkop,70,34,0
pet,546,24,0
petekind,27,1,0
peter,19,1,1
petitie,120,13,1
petrischaal,10,3,0
petticoat,14,5,1
petunia,2,7,1
peuk,117,51,0
peul,13,18,0
peulvrucht,0,1,0
peut,1,1,0
peuter,39,15,1
pi-meson,0,1,0
pianist,79,5,0
piano,617,35,1
pianoles,42,12,0
piaster,2,5,1
picador,0,1,1
picaro,2,1,1
piccolo,66,13,1
pick-up,176,4,1
picknick,239,11,1
pictogram,3,4,0
pief,74,14,0
piek,215,38,0
piemel,106,21,1
piep,172,6,1
pieper,172,35,1
piercing,41,30,1
piet,53,61,0
pieterman,0,2,0
pietje,5,2,1
pietlut,5,2,0
pigment,12,2,0
pigmentcel,0,1,0
pij,11,1,0
pijl,300,192,0
pijler,12,14,1
pijlinktvis,13,3,0
pijlkoker,1,1,1
pijlstaart,2,3,0
pijlstaartrog,2,1,0
pijltje,31,36,1
pijn,11637,42,0
pijnappel,5,3,1
pijnbank,15,1,0
pijnboom,8,18,0
pijnscheut,2,9,0
pijnstiller,62,188,1
pijp,541,580,0
pijpje,24,4,1
pijpleiding,68,21,0
pijplijn,22,2,0
pikbroek,2,1,0
pikhouweel,20,5,0
pil,410,1221,0
pilaar,40,37,0
pillendoos,15,1,0
pillendraaier,2,1,1
pillenslikker,2,2,1
piloot,1261,318,0
pimpernel,6,2,0
pin,82,2,0
pin-up,7,3,1
pincet,39,2,0
pinda,80,145,1
pindanootje,1,2,1
pindarotsje,2,3,1
pinguin,7,4,1
pinguïn,107,71,1
pink,83,19,0
pinscher,1,2,1
pint,57,12,0
pioen,0,3,0
pioenroos,1,2,0
pionier,31,61,1
pioniersfamilie,0,1,1
pip,4,1,0
pippeling,5,1,0
piraat,278,383,0
piramidebaan,2,1,0
piranha,13,42,1
pisbak,8,3,0
pispot,12,2,0
pissebed,2,4,0
pistoolgordel,1,1,1
pistoolmitrailleur,0,1,1
pistoolschot,11,14,0
pistooltje,16,2,1
pit,212,8,1
pitje,27,6,1
pitcher,46,8,1
pitstop,33,4,1
pizza,1059,167,1
pizzeria,66,3,1
piëtist,0,1,0
plaag,281,28,0
plaaggeest,18,5,0
plaagstoot,1,2,0
plaan,0,1,0
plaaster,2,1,1
plaat,596,418,0
plaatje,401,256,1
plaats,9281,1432,0
plaatsaanwijzer,4,2,1
plaatsbewijs,5,3,0
plaatsing,25,1,0
plaatskaart,0,1,0
plaatsnaam,2,2,0
plaatsvervanger,42,7,1
placebo,28,5,1
placemat,1,2,1
placenta,17,3,1
plafond,375,29,1
plafondschildering,1,1,0
plag,1,1,0
plagerij,2,4,0
plaid,3,1,1
plak,68,22,0
plakboek,50,9,0
plakkaat,6,3,0
plakker,3,2,1
plakkertje,3,2,1
plakmiddel,0,1,0
plakplaatje,2,1,1
plan,6227,2349,0
planeet,1997,258,0
plank,477,158,0
planket,0,1,0
planner,19,6,1
planning,169,2,0
planoloog,3,1,0
plant,457,498,0
plantage,100,29,1
planteneter,5,17,1
plantenextract,2,1,0
planter,4,7,1
plantluis,11,3,0
plas,216,55,0
plaspauze,9,2,1
plaspil,0,3,0
plastic,245,4,1
plasticbom,0,1,0
plat,3,2,1
plataan,1,2,0
plateau,42,7,1
plateaulift,0,1,0
plateauzool,0,11,0
platencontract,49,1,0
platenhoes,3,3,0
platenlabel,13,1,1
platenmaatschappij,62,8,0
platenspeler,33,2,1
platenzaak,36,2,0
platitude,0,1,1
platje,0,28,1
platkop,3,1,0
platluis,1,3,0
plattegrond,162,32,0
plattelander,4,10,1
platvoet,10,26,0
platworm,2,3,0
plavei,0,1,0
playboy,83,9,1
plebejer,2,2,1
plechtigheid,83,9,0
plectrum,27,3,1
pleegbroer,1,3,1
pleeggezin,71,20,0
pleegkind,17,5,0
pleegmoeder,22,5,1
pleegvader,29,1,1
pleerol,0,1,0
pleger,4,3,1
pleidooi,72,4,0
plein,235,6,0
pleister,105,55,1
pleit,40,3,0
pleitbezorger,2,3,1
pleiter,7,1,1
pleitnota,0,1,1
plek,7749,825,0
plens,6,1,0
pletter,178,1,1
plezierboot,1,1,0
plezierjacht,3,1,0
pleziermaker,2,1,1
pleziertje,78,75,1
plicht,1222,124,0
plichtpleging,0,7,0
plint,0,3,0
ploeg,422,71,0
ploegbaas,31,7,0
ploegendienst,5,2,0
